Student ID,Q1TC1,Q1TC2,Q1TC3,Q1TC4,Q2TC1,Q2TC2,Q2TC3,Q2TC4,Q2TC4,Q3TC1,Q3TC2,Q3TC3,Q3TC4,Q3TC5,Q3TC6,Q3TC7,Q3TC8,Total Score
#khakhulm,Does not Compile,Does not Compile,Does not Compile,Does not Compile,1.0,Does not Compile,Does not Compile,Does not Compile,Does not Compile,2.0,Does not Compile,Does not Compile,Does not Compile,Does not Compile,Does not Compile,Does not Compile,Does not Compile,3.0
